Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Zusammenleben
Hagenbrünneli - Statuten,https://hagenbruenneli.ch/wp-content/uploads/2021/02/Statuten.pdf,Hagenbrünneli,Statuten,PDF,"Die Genossenschaft Hagenbrünneli sorgt laut Statuten wie folgt für soziale Durchmischung und gutes Zusammenleben:

1. Soziale Durchmischung:
- Die Genossenschaft ist gemeinnützig und bezweckt, ihren Mitgliedern preisgünstigen Wohnraum zu verschaffen (Art. 3). Sie ist politisch und konfessionell neutral.
- Die Vermietung erfolgt auf der Basis der Kostenmiete, ohne Gewinnorientierung (Art. 4). Für subventionierte Wohnungen gelten die Vorschriften der Subventionsbehörden, was auf eine soziale Durchmischung nach Einkommen hindeutet.
- Beim Bau und Umbau wird auf hohe Nutzungsflexibilität, behindertengerechtes Bauen und hochwertige Aussenräume geachtet (Art. 5), was verschiedenen Altersgruppen und Lebenssituationen (z.B. ältere Menschen, Familien, Menschen mit Behinderungen) zugutekommt.
- Es gibt keine expliziten Quoten oder Vorgaben für Altersgruppen, Familien oder Einkommensschichten, aber die Statuten betonen die Anpassung an ""zeitgemässe genossenschaftliche Wohnbedürfnisse"" und ein ""sozial verträgliches Vorgehen"" bei grösseren Umbauten (Art. 5).

2. Gutes Zusammenleben:
- Es gibt Siedlungskommissionen, die von den Bewohnern gewählt werden und als Bindeglied zwischen Siedlung und Vorstand fungieren (Art. 36, 37). Sie beraten über Fragen des genossenschaftlichen Zusammenlebens.
- Die Tätigkeit der Siedlungskommissionen ist ehrenamtlich, aber der Vorstand kann Sitzungsgelder und Auslagenersatz bewilligen (Art. 24, 37).
- Die Statuten sehen vor, dass genossenschaftliche Aktivitäten in den Siedlungen gefördert werden (Art. 3).
- Die Unterstützung durch ausgebildete Fachpersonen wird nicht explizit erwähnt.
- Über die Bereitstellung von Räumlichkeiten für gemeinschaftliche Zwecke steht nichts Konkretes in den Statuten, aber die Förderung von Aktivitäten und die Existenz von Siedlungskommissionen deuten auf eine Unterstützung des Zusammenlebens hin.

Weitere Informationen:
- Die Mitglieder sind angehalten, an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 14).
- Die Siedlungskommissionen haben ihre Aufgaben und Kompetenzen in einem Reglement, das vom Vorstand erlassen wird (Art. 37).

Quelle: Statuten der Baugenossenschaft Hagenbrünneli, https://hagenbruenneli.ch/wp-content/uploads/2021/02/Statuten.pdf"
Glattal | bgz - Statuten,https://www.bg-glattal.ch/fileadmin/user_upload/Dokumente/Statuten-Leitbild/Statuten_2009.pdf,Glattal | bgz,Statuten,PDF,"Die Genossenschaft Baugenossenschaft Glattal Zürich sorgt laut ihren Statuten für folgende Punkte:

1. Gute soziale Durchmischung:
- Die Genossenschaft bietet Wohnraum für breite Bevölkerungskreise an, insbesondere für Familien, Behinderte, Betagte, aber auch Einzelpersonen (Art. 3). Damit wird explizit auf verschiedene Altersgruppen und Lebenslagen Rücksicht genommen.
- Sie verfolgt das Ziel, preisgünstigen Wohnraum zu schaffen und zu erhalten, der dauerhaft der Spekulation entzogen ist, und fördert das Zusammenleben im Sinne gesamtgesellschaftlicher Verantwortung und Solidarität.
- Die Vermietung erfolgt auf der Basis der Kostenmiete, was auch Menschen mit unterschiedlichen Einkommen den Zugang ermöglicht (Art. 4).
- Bei Bau und Umbau wird auf hohe Nutzungsflexibilität und behindertengerechtes Bauen geachtet, was verschiedenen Bedürfnissen (z.B. Familien, ältere Menschen, Menschen mit Behinderung) entgegenkommt (Art. 5).
- Die Wohnungsgrösse und Zahl der Benutzer/innen sollen in einem angemessenen Verhältnis stehen, was im Vermietungsreglement geregelt wird (Art. 4 Abs. 6).

2. Gutes Zusammenleben:
- Die Genossenschaft fördert genossenschaftliche Aktivitäten in den Siedlungen (Art. 3 Abs. 2g).
- Mitglieder sind verpflichtet, nach Möglichkeit an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 14c).
- Der Vorstand kann die Geschäftsführung oder einzelne Zweige an Ausschüsse, ständige oder ad hoc Kommissionen und/oder eine Geschäftsstelle übertragen (Art. 32). Kommissionsmitglieder müssen nicht Mitglied der Genossenschaft sein.
- Mitglieder von Kommissionen haben Anspruch auf ein Sitzungsgeld und Auslagenersatz (Art. 24).
- Es gibt einen Spezialfonds zur Unterstützung ökologischer Bauvorhaben und für karitative Zwecke, weitere Fonds können von der Generalversammlung beschlossen werden (Art. 23).
- Die Statuten erwähnen keine expliziten ausgebildeten Fachpersonen für das Zusammenleben, aber die Organisation sieht Kommissionen und eine Geschäftsstelle vor, die solche Aufgaben übernehmen können.
- Die Bereitstellung von Räumlichkeiten für Aktivitäten ist nicht explizit geregelt, aber die Förderung von Aktivitäten und die Möglichkeit von Kommissionen deuten darauf hin, dass dies möglich ist.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und nicht gewinnstrebig.
- Die Vermietung und Mitgliedschaft sind an klare Regeln gebunden, die soziale Durchmischung und Schutz der Bewohner fördern.

Quelle: Statuten der Baugenossenschaft Glattal Zürich, insbesondere Art. 3, 4, 5, 14, 23, 24, 32."
GISA - Anteilsscheine,https://www.bg-gisa.ch/files/Dateien/PDF/Reglemente/GISA_Reglement_Genossenschaftsanteile.pdf,GISA,Anteilsscheine,PDF,"Im Reglement der Genossenschaftsanteile der Baugenossenschaft GISA finden sich einige Hinweise darauf, wie soziale Durchmischung und gutes Zusammenleben gefördert werden:

1. Soziale Durchmischung:
- Es gibt die Möglichkeit, Genossenschaftsanteile in Raten zu bezahlen, wobei die Offenlegung der Einkommens- und Vermögensverhältnisse verlangt wird. Das erleichtert auch Menschen mit tieferem Einkommen den Zugang zu Wohnraum.
- Die Bezahlung der Genossenschaftsanteile kann aus Mitteln der beruflichen Vorsorge erfolgen, was insbesondere für Familien und Personen mit weniger Eigenkapital hilfreich ist.
- AHV- und IV-Bezüger:innen mit Anspruch auf Ergänzungsleistungen können bei der Gemeinde ein Gesuch um Übernahme der Kosten für die Genossenschaftsanteile stellen. Das ermöglicht älteren Menschen und Menschen mit geringem Einkommen den Zugang zu Wohnraum.
- Es wird nicht explizit erwähnt, dass auf eine Durchmischung nach Alter, Einkommen oder Familienstand geachtet wird, aber die genannten Regelungen erleichtern verschiedenen Bevölkerungsgruppen den Zugang.

2. Gutes Zusammenleben:
- Im Reglement der Genossenschaftsanteile finden sich keine expliziten Hinweise auf Siedlungskommissionen, Fachpersonen, finanzielle Unterstützung für das Zusammenleben oder die Bereitstellung von Gemeinschaftsräumen.
- Das Reglement regelt primär die finanziellen und organisatorischen Aspekte der Mitgliedschaft und der Genossenschaftsanteile.

Weitere Informationen zu sozialen oder gemeinschaftlichen Aktivitäten, Unterstützung oder Strukturen für das Zusammenleben könnten in anderen Reglementen oder den Statuten der Genossenschaft geregelt sein."
GISA - Statuten,https://www.bg-gisa.ch/files/Dateien/PDF/Statuten/GISA_Statuten_2023_web.pdf,GISA,Statuten,PDF,"Die Genossenschaft GISA sorgt laut ihren Statuten für folgende Punkte:

1. Gute soziale Durchmischung:
- Die Genossenschaft bietet Wohnraum für alle Bevölkerungsgruppen an und fördert das Zusammenleben und die gegenseitige Solidarität (Art. 3.1).
- Die Vermietung erfolgt grundsätzlich zu Selbstkosten, ohne Gewinnstreben, und unter Berücksichtigung von staatlichen Wohnbauförderungsvorschriften, was auch Menschen mit unterschiedlichen Einkommen den Zugang ermöglicht (Art. 3.3, 4.3).
- Beim Bau und Umbau wird auf hohe Nutzungsflexibilität, behindertengerechtes Bauen und die Berücksichtigung künftiger Bedürfnisse geachtet (Art. 5.1).
- Die Wohnungsgrösse und die Zahl der Benutzer/innen sollen in einem angemessenen Verhältnis stehen, was Platz für Familien, ältere Menschen und junge Erwachsene ermöglicht (Art. 4.6).
- Bei umfassenden Renovationen und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet, und bisherigen Mieter/innen wird Vorrang gegeben (Art. 5.3).

2. Gutes Zusammenleben:
- Es gibt Siedlungsversammlungen und die Möglichkeit, Siedlungskommissionen zu bilden, die das genossenschaftliche Zusammenleben fördern und als Bindeglied zwischen Vorstand und Bewohner/innen dienen (Art. 36, 37).
- Mitglieder von Kommissionen und Ausschüssen erhalten ein Sitzungsgeld, und Auslagen werden ersetzt (Art. 24.3, 24.6).
- Die Förderung von genossenschaftlichen Aktivitäten in den Siedlungen ist explizit als Zweck genannt (Art. 3.2 h).
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen für das Zusammenleben, aber der Vorstand kann Aufgaben an Kommissionen oder eine Geschäftsstelle delegieren (Art. 32).
- Über die Bereitstellung von Räumlichkeiten steht in den Statuten nichts Konkretes, aber die Förderung von Aktivitäten und die Organisation von Siedlungsversammlungen deuten darauf hin, dass entsprechende Möglichkeiten bestehen.

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral und verfolgt keine Gewinnabsicht (Art. 3.3).
- Es gibt einen Solidaritätsfonds, in den bei Unterbelegung Beiträge gezahlt werden (Art. 4.6).
- Die Genossenschaft kann ideelle und materielle Unterstützung für Bestrebungen leisten, die gutes Wohnen fördern (Art. 3.2 i).

Quelle: Statuten GISA, Juni 2023, https://www.bg-gisa.ch/files/Dateien/PDF/Statuten/GISA_Statuten_2023_web.pdf"
Frohheim BGF - Statuten,https://bgf.zuerich/wp-content/uploads/2022/04/2025_BGF_Statuten_DS.pdf,Frohheim BGF,Statuten,PDF,"Die Genossenschaft BGF Zürich sorgt laut ihren Statuten für folgende Aspekte:

1. Gute soziale Durchmischung:
- Die Statuten enthalten keine expliziten Quoten oder Vorgaben für Altersgruppen, Einkommensschichten oder Familien, aber sie verpflichten die Genossenschaft, ihre Bauten jeder spekulativen Verwendung zu entziehen und Wohnraum nur an Mitglieder zu vermieten (Art. 3.1, 3.2). Die Vermietung erfolgt nach einem Reglement, das vom Vorstand erlassen wird (Art. 3.5). Es gibt keine Hinweise auf explizite Reservierungen für bestimmte Gruppen, aber die Genossenschaft ist gemeinnützig und verfolgt das Ziel, bezahlbaren Wohnraum zu schaffen.

2. Gutes Zusammenleben:
- Es gibt Siedlungskommissionen, die je nach Grösse der Siedlung aus bis zu sieben Mitgliedern bestehen und von den Mietern gewählt werden (Art. 10.1, 10.2). Die Aufgaben der Siedlungskommissionen sind in einem separaten Reglement festgehalten.
- Die Kommissionstätigkeit (z.B. Baukommission) wird angemessen entschädigt (Art. 7.10).
- Die Statuten erwähnen Fonds wie den Solidaritätsfonds, die von der Generalversammlung genehmigt werden (Art. 4.4.3.1), was auf finanzielle Unterstützungsmöglichkeiten hindeutet.
- Es gibt keine explizite Erwähnung von ausgebildeten Fachpersonen für das Zusammenleben, aber die Siedlungskommissionen und der Vorstand haben klare Aufgaben und Reglemente.
- Die Statuten machen keine konkreten Angaben zu Gemeinschaftsräumlichkeiten, aber solche Aspekte könnten im Vermietungsreglement oder in den Siedlungsreglementen geregelt sein.

Weitere Informationen:
- Die Genossenschaft ist demokratisch organisiert, mit Generalversammlung, Vorstand, Geschäftsprüfungskommission und Siedlungskommissionen.
- Die Mitglieder sind verpflichtet, die Interessen der Genossenschaft zu wahren und in der gemieteten Wohnung zu wohnen (Art. 2.3, 3.6).
- Die Genossenschaft kann Mietzinsreservefonds und weitere Fonds bilden, um finanzielle Stabilität und Unterstützung zu gewährleisten (Art. 4.4.3).

Quelle: Statuten der BGF Zürich, Stand 6. Juni 2025."
Freiblick - Statuten,https://www.freiblick.ch/files/Dokumente/organisation/WEB_FB_Statuten_2019.pdf,Freiblick,Statuten,PDF,"Die Genossenschaft Freiblick sorgt laut ihren Statuten für folgende Aspekte:

1. Gute soziale Durchmischung:
- Die Genossenschaft verfolgt das Ziel, „preiswerte Wohnungen“ zu schaffen und zu vermieten, und ist gemeinnützig und nicht gewinnstrebig (Art. 3). 
- Sie errichtet Ersatzneubauten, wenn „eine gute Durchmischung der Mieterschaft nicht mehr erreicht werden kann“ (Art. 3, d).
- Die Vermietung erfolgt nach vom Vorstand erlassenen Vermietungsrichtlinien (Art. 4), wobei die Wohnungsgrösse und Zahl der Benutzer:innen in einem angemessenen Verhältnis stehen sollen (Art. 4, 6). 
- Es gibt keine expliziten Vorgaben zu Altersgruppen, Einkommensschichten oder Familien, aber die Statuten betonen die Durchmischung und Anpassung an „zeitgemässe genossenschaftliche Wohnbedürfnisse“ (Art. 3, b und Art. 5, 2).

2. Gutes Zusammenleben:
- Die Statuten erwähnen keine expliziten Siedlungskommissionen oder ausgebildete Fachpersonen für das Zusammenleben.
- Es gibt die Möglichkeit, Kommissionen einzusetzen und diesen Sitzungsgelder zu zahlen (Art. 23, 3), und der Vorstand kann Aufgaben an Kommissionen oder eine Geschäftsstelle delegieren (Art. 31).
- Die Genossenschaft kann Fonds für verschiedene Zwecke einrichten (z.B. Erneuerungsfonds, Amortisationskonto, Heimfallfonds, Art. 21), was finanzielle Mittel für gemeinschaftliche Anliegen ermöglichen kann.
- Über die Bereitstellung von Gemeinschaftsräumen oder spezifische Unterstützung für das Zusammenleben steht in den Statuten nichts Konkretes.

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral (Art. 3, 5).
- Die Mitgliedschaft steht grundsätzlich allen handlungsfähigen Personen offen (Art. 7).
- Die Genossenschaft ist verpflichtet, die Gebäude an die „allgemeinen Wohnbedürfnisse“ anzupassen (Art. 5, 2).

Fazit: Die Statuten legen Wert auf soziale Durchmischung und gemeinnützigen Wohnraum, regeln aber Details zur Förderung des Zusammenlebens und zur gezielten sozialen Steuerung (z.B. Alters- oder Einkommensdurchmischung, Familien, junge Erwachsene) nur allgemein und überlassen vieles den Vermietungsrichtlinien und dem Vorstand."
Denzlerstrasse | BDZ - Statuten,https://bdz.ch/wp-content/uploads/2023/01/Statuten-neu.pdf,Denzlerstrasse | BDZ,Statuten,PDF,"Die Statuten der Genossenschaft BDZ enthalten folgende relevante Punkte:

1. Gute soziale Durchmischung:
- Die Genossenschaft hat laut Art. 2 den Zweck, „günstigen Wohnraum für breite Bevölkerungskreise zu schaffen und zu erhalten“. Sie will insbesondere „eine gute soziale Durchmischung“ fördern.
- Es wird explizit erwähnt, dass die Genossenschaft Wohnraum für verschiedene Bevölkerungsgruppen schaffen will, darunter Familien, ältere Menschen, Einzelpersonen und Menschen mit unterschiedlichen Einkommen.
- Die Vergabe der Wohnungen erfolgt nach sozialen und genossenschaftlichen Grundsätzen (Art. 3 und 4).

2. Gutes Zusammenleben:
- Die Statuten sehen die Möglichkeit von Siedlungskommissionen oder ähnlichen Gremien vor, die das Zusammenleben fördern (Art. 24).
- Die Genossenschaft kann Mittel für gemeinschaftsfördernde Aktivitäten und Einrichtungen bereitstellen (Art. 2 und 24).
- Unterstützung durch die Genossenschaft ist vorgesehen, z.B. durch Beratung und Förderung des gemeinschaftlichen Lebens.
- Es wird nicht explizit erwähnt, ob ausgebildete Fachpersonen angestellt sind, aber die Förderung des Zusammenlebens ist ein erklärtes Ziel.
- Die Genossenschaft kann gemeinschaftliche Räume zur Verfügung stellen (Art. 2 und 24).

Weitere Informationen:
- Die Statuten betonen die demokratische Mitbestimmung der Mitglieder und die Förderung des genossenschaftlichen Gedankens.
- Es gibt klare Regelungen zur Aufnahme, zum Austritt und zu den Rechten und Pflichten der Mitglieder.

Quelle: https://bdz.ch/wp-content/uploads/2023/01/Statuten-neu.pdf"
BBZ - Statuten,https://www.bgbrunnenhof.ch/app/uploads/BBZ_Statuten_Teilrevision_GV240523.pdf,BBZ,Statuten,PDF,"Die Genossenschaft Brunnenhof Zürich sorgt laut ihren Statuten für folgende Punkte:

1. Gute soziale Durchmischung:
- Die Genossenschaft verfolgt das Ziel, Wohnraum für alle Bevölkerungskreise, insbesondere für Familien, anzubieten und fördert das Zusammenleben im Sinne gesamtgesellschaftlicher Verantwortung und Solidarität (Art. 3).
- Beim Bau und Umbau wird auf hohe Nutzungsflexibilität der Wohnungen unter Berücksichtigung der demografischen Entwicklung geachtet, was auch ältere Menschen, Familien und verschiedene Lebensformen einschließt (Art. 5).
- Die Vermietung erfolgt auf der Basis der Kostenmiete, um preiswerten Wohnraum zu ermöglichen (Art. 3, Art. 4).
- Es gibt Belegungsvorschriften, die ein angemessenes Verhältnis zwischen Wohnungsgröße und Zahl der Bewohner sicherstellen, was Platz für Familien, ältere Menschen und junge Erwachsene fördert (Art. 4 Abs. 6).
- Bei Unterbelegung müssen Mitglieder in eine kleinere Wohnung wechseln, was den Wohnraum effizient verteilt (Art. 4 Abs. 6).

2. Gutes Zusammenleben:
- Die Genossenschaft fördert genossenschaftliche Aktivitäten in den Siedlungen (Art. 3 Abs. 2g).
- Es gibt einen Solidaritätsfonds, der durch Mitgliederbeiträge geäufnet wird und für soziale Vorhaben im Interesse der Genossenschaft verwendet wird (Art. 23 Abs. 1d).
- Der Vorstand kann die Geschäftsführung oder einzelne Zweige an Kommissionen oder eine Geschäftsstelle delegieren, auch an externe Fachpersonen (Art. 32).
- Mitglieder von Kommissionen erhalten Sitzungsgelder und Auslagenersatz (Art. 24).
- Gemeinschaftsräume werden beim Bau und Umbau besonders berücksichtigt (Art. 5).
- Die Genossenschaft unterstützt Aktivitäten und stellt Mittel für soziale Zwecke zur Verfügung (Solidaritätsfonds, Art. 23).
- Die Förderung des Zusammenlebens und gegenseitiger Solidarität ist explizit als Ziel genannt (Art. 3).

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig, nicht gewinnstrebig und parteipolitisch sowie konfessionell neutral (Art. 3 Abs. 3).
- Die Bauten sind dauerhaft jeder spekulativen Verwendung entzogen (Art. 3 Abs. 3).
- Die Statuten sehen keine explizite Erwähnung von ausgebildeten Fachpersonen für das Zusammenleben vor, aber die Möglichkeit, Aufgaben an externe Personen zu delegieren, ist gegeben (Art. 32).

Quelle: Statuten der Baugenossenschaft Brunnenhof Zürich, Stand 23. Mai 2024."
BSH - Statuten,https://bsh-zuerich.ch/wp-content/uploads/2025/07/BSH_Statuten_NEU-2025.pdf,BSH,Statuten,PDF,"Die Genossenschaft BSH sorgt laut ihren Statuten wie folgt für soziale Durchmischung und gutes Zusammenleben:

1. Soziale Durchmischung:
- Die Genossenschaft bietet Wohnraum für alle Bevölkerungskreise an, insbesondere für Alleinstehende, Familien, Menschen mit besonderen Bedürfnissen und Betagte (ältere Menschen). Sie strebt eine Durchmischung an und fördert das Zusammenleben im Sinne gesellschaftlicher Verantwortung und Solidarität (Art. 3).
- Die Vermietung erfolgt nach einem Reglement, das vom Vorstand erlassen wird. Es wird auf die Einhaltung von Auflagen der Wohnbauförderung geachtet, was meist auch eine soziale Durchmischung (z.B. nach Einkommen) fördert (Art. 4).
- Bei Renovationen und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet, und bisherigen Mietern wird nach Möglichkeit ein Umsiedlungsobjekt angeboten (Art. 5).
- Die Wohnungsgrösse und die Zahl der Benutzer sollen in einem angemessenen Verhältnis stehen, was Platz für verschiedene Haushaltsformen (Familien, Einzelpersonen, etc.) schafft (Art. 4).

2. Gutes Zusammenleben:
- Es gibt Siedlungskommissionen (Art. 36), die als Bindeglied zwischen Genossenschaft, Vorstand und Bewohnern fungieren. Sie fördern das Zusammenleben, organisieren Aktivitäten und achten auf die Interessen aller Altersgruppen (Kinder, Jugendliche, Erwachsene, Senior*innen).
- Die Kommissionen erhalten ein Budget (z.B. Entgelt für Mitglieder, gemeinsames Essen, Kommissionsbudget), das von der Leitung verwaltet wird (Art. 36).
- Die Kommissionen werden von der Genossenschaft unterstützt und sind in die Organisation eingebunden.
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen für das Zusammenleben, aber die Kommissionen und der Vorstand können Aufgaben delegieren und externe Personen einbinden (Art. 32).
- Die Förderung von genossenschaftlichen Aktivitäten und die Bereitstellung von Räumen für solche Aktivitäten sind explizit als Zweck der Genossenschaft genannt (Art. 3, Art. 36).

Weitere Informationen:
- Es gibt einen Solidaritäts- und Nachhaltigkeitsfonds, der durch Unterbelegungsbeiträge geäufnet wird und für soziale und ökologische Vorhaben verwendet werden kann (Art. 23).
- Mitglieder sind verpflichtet, nach Möglichkeit an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 14).

Quelle: https://bsh-zuerich.ch/wp-content/uploads/2025/07/BSH_Statuten_NEU-2025.pdf"
BAHOGE - Statuten,https://bahoge.ch/wp-content/uploads/2024/02/2022.05.20.-BAHOGE-Statuten-ab-2022.pdf,BAHOGE,Statuten,PDF,"Die Statuten der BAHOGE Wohnbaugenossenschaft enthalten folgende relevante Bestimmungen:

1. Gute soziale Durchmischung:
- Die Genossenschaft verfolgt den Zweck, ihren Mitgliedern guten und preisgünstigen Wohnraum zu verschaffen und zu erhalten (Art. 2a). Sie ist bestrebt, das eidgenössische Wohnraumförderungsgesetz sowie kantonale und kommunale Gesetze einzuhalten, was in der Regel auch Anforderungen an soziale Durchmischung und Belegungsvorschriften umfasst.
- Die Mietzinse werden auf der Grundlage der Kostenmiete festgesetzt (Art. 5c), was günstigen Wohnraum für verschiedene Einkommensschichten ermöglicht.
- Es gibt keine expliziten Vorgaben in den Statuten zur gezielten Förderung bestimmter Altersgruppen, Einkommensschichten oder Familien, aber die Gemeinnützigkeit und die Einhaltung der Wohnraumförderungsgesetze deuten auf eine soziale Durchmischung hin.

2. Gutes Zusammenleben:
- Der Vorstand kann Subkommissionen für bestimmte Aufgaben bilden und auch andere Genossenschafter oder externe Fachleute beiziehen (Art. 39). Das lässt die Möglichkeit für Siedlungskommissionen oder ähnliche Gremien offen.
- Es gibt verschiedene Fonds, darunter einen Solidaritätsfonds und einen Nachhaltigkeitsfonds (Art. 23), die für gemeinschaftliche oder soziale Zwecke eingesetzt werden können.
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen für das Zusammenleben oder die direkte Unterstützung durch die Genossenschaft, aber der Vorstand kann externe Fachleute beiziehen.
- Über die Bereitstellung von Gemeinschaftsräumen oder spezifischen Räumlichkeiten für das Zusammenleben steht in den Statuten nichts Konkretes.

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral (Art. 3).
- Die Organe der Genossenschaft sind Generalversammlung, Vorstand und Revisionsstelle (Art. 28).
- Die Mitglieder können Anträge an die Generalversammlung stellen (Art. 34e).

Fazit: Die Statuten legen den Fokus auf preisgünstigen, gemeinnützigen Wohnraum und ermöglichen Strukturen für soziale Durchmischung und gemeinschaftliches Zusammenleben, ohne jedoch sehr konkrete Vorgaben zu einzelnen Zielgruppen oder spezifischen Unterstützungsangeboten zu machen."
ABZ - Statuten,https://www.abz.ch/content/uploads/2023/10/abz_22007_05_2sp_statuten_lowres.pdf,ABZ,Statuten,PDF,"Die ABZ-Genossenschaft fördert eine gute soziale Durchmischung und ein gutes Zusammenleben durch folgende Massnahmen:

1. Gute soziale Durchmischung:
- Die Genossenschaft hat den Zweck, das Zusammenleben verschiedener Gesellschaftsgruppen und Einzelpersonen im Sinne gesellschaftlicher Verantwortung und Solidarität zu fördern (Art. 2).
- Die Vermietung erfolgt nach dem Prinzip der Selbsthilfe und Mitverantwortung, wobei preiswerter, gesunder und nachhaltiger Wohnraum für verschiedene Gruppen geschaffen wird (Art. 2).
- Die Wohnungsgrösse und die Zahl der Bewohner:innen sollen in einem angemessenen Verhältnis stehen, was Platz für Familien, ältere Menschen und andere Haushaltsformen ermöglicht (Art. 3).
- Es können Solidaritätsbeiträge erhoben werden, die in einen Fonds für den sozialen Ausgleich fliessen (Art. 12).
- Die Statuten erwähnen keine expliziten Quoten für Altersgruppen oder Einkommensschichten, aber die Förderung der sozialen Durchmischung ist als Grundsatz festgehalten.

2. Gutes Zusammenleben:
- Es gibt Siedlungskommissionen (Siko), die von den Bewohner:innen gewählt werden und als Bindeglied zwischen Vorstand/Geschäftsstelle und den Mieter:innen fungieren (Art. 32, 33).
- Die Siedlungskommissionen fördern das genossenschaftliche Ideengut und behandeln Anliegen der Siedlungen (Art. 33).
- In jeder Siedlung findet jährlich eine Mieter:innen-Jahresversammlung statt, bei der u.a. die Siedlungskommission gewählt und ein Siedlungsbeitrag bestimmt wird (Art. 31).
- Die Generalversammlung kann Fonds für soziale Zwecke einrichten, und es gibt die Möglichkeit, Solidaritätsbeiträge zu erheben (Art. 12).
- Die Statuten regeln, dass für die Arbeit in Kommissionen Sitzungsgelder und Spesenersatz gezahlt werden können (Art. 13).
- Es gibt weitere Gremien wie den ABZ-Dialog zur Diskussion und Vernetzung (Art. 29).
- Die Unterstützung durch ausgebildete Fachpersonen wird in den Statuten nicht explizit erwähnt.
- Über die Bereitstellung von Räumlichkeiten für gemeinschaftliche Zwecke geben die Statuten keinen direkten Aufschluss, aber die Organisation von Versammlungen und die Förderung von Aktivitäten in den Siedlungen sind vorgesehen.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig, politisch unabhängig und konfessionell neutral.
- Es wird ein angemessenes Geschlechterverhältnis in Vorstand und Siedlungskommissionen angestrebt (Art. 18).
- Die Statuten regeln auch die Mitsprache und Mitbestimmung der Mitglieder auf verschiedenen Ebenen (Generalversammlung, Urabstimmung, Siedlungskommissionen, Mieter:innenversammlungen).

Quelle: https://www.abz.ch/content/uploads/2023/10/abz_22007_05_2sp_statuten_lowres.pdf"
Stiftung PWG - Statuten,https://www.stadt-zuerich.ch/dam/web/de/politik-verwaltung/politik-recht/amtliche-sammlung/843/331/843.331-Statuten-PWG-2024_V3.pdf,Stiftung PWG,Statuten,PDF,"Die Statuten der Stiftung PWG zur Erhaltung von preisgünstigen Wohn- und Gewerberäumen der Stadt Zürich enthalten folgende relevante Bestimmungen:

1. Gute soziale Durchmischung:
- Die Stiftung bezweckt ausdrücklich die Erhaltung und Schaffung von preisgünstigem Wohnraum (Art. 2). Sie ist gemeinnützig und verfolgt keine Gewinnabsicht.
- Die Auswahl der Mietenden erfolgt nach einem Vermietungsreglement, das vom Stiftungsrat erlassen wird. Dieses Reglement legt die Kriterien für die Auswahl fest, insbesondere Belegungsvorschriften (Art. 10). Damit wird eine soziale Durchmischung gefördert, da Kriterien wie Belegung und Einkommenssituation berücksichtigt werden können.
- Die Stiftung kann von den Mietenden periodisch den Nachweis verlangen, dass die im Vermietungsreglement festgelegten Kriterien eingehalten sind (Art. 11). Bei Nichteinhaltung kann ein Umzug in eine angemessene Ersatzwohnung verlangt oder eine Solidaritätsabgabe erhoben werden.

2. Gutes Zusammenleben:
- Die Statuten erwähnen keine expliziten Siedlungskommissionen oder Fachpersonen für das Zusammenleben.
- Die Stiftung unterstützt Mietende bei Renovationen und nötigen Wohnungswechseln, indem sie Übergangslösungen anbietet und bei Bedarf bei der Wohnungssuche hilft (Art. 12).
- Die Stiftung ist verpflichtet, Wünsche und Anregungen der Mietenden bei Renovationen zu berücksichtigen (Art. 12).
- Die Statuten regeln die Organisation und das Personal der Stiftung, aber es gibt keinen expliziten Hinweis auf speziell ausgebildete Fachpersonen für das soziale Zusammenleben oder auf die Bereitstellung von Gemeinschaftsräumen.

Weitere Informationen:
- Die Stiftung wird von einem Stiftungsrat, einer Geschäftsstelle und einer Prüfstelle geführt.
- Die Stiftung untersteht der Aufsicht des Gemeinderats und ist finanziell solide ausgestattet, um ihren Zweck zu erfüllen.

Fazit: Die Statuten legen den Fokus auf preisgünstigen Wohnraum und soziale Durchmischung durch klare Auswahlkriterien und Belegungsvorschriften. Für das gute Zusammenleben gibt es Unterstützung bei Wohnungswechseln und Renovationen, aber keine expliziten Regelungen zu Siedlungskommissionen, Fachpersonen oder Gemeinschaftsräumen. Die Details zur sozialen Durchmischung und zum Zusammenleben werden im Vermietungsreglement geregelt, das vom Stiftungsrat erlassen wird."
